Date,Open,High,Low,Close,Volume
2017-08-30,68.60383017058714,69.73140700161942,68.43469292903644,69.5434799194336,16897800
2017-08-31,69.56225261213005,70.43612694989497,69.34613723778727,70.2575912475586,27652800
2017-09-01,70.20123408420804,70.22942243052671,69.19580910807525,69.47770690917969,21736200
2017-09-05,68.91390835393752,69.43071857749682,68.57564104364974,69.16761779785156,21556000
2017-09-06,69.28976860258064,69.57166638720996,68.92330578393761,68.97029113769531,16535800
2017-09-07,69.23339627267445,70.09787235216561,69.15822256951203,69.85356140136719,17471200
2017-09-08,69.84417293970739,69.94753499356999,69.38373936560706,69.51529693603516,14703800
2017-09-11,69.82536804842842,70.41735195718852,69.82536804842842,70.24821472167969,17910400
2017-09-12,70.24823127163516,70.6992592266119,69.88176836985653,70.17305755615234,14394900
2017-09-13,70.40795786505196,70.68985566488544,70.05089353169389,70.67105865478516,13380800
2017-09-14,70.47371379085826,70.93414004698393,70.02267886825572,70.2575912475586,15733900
2017-09-15,70.31398681957505,70.8401883429006,69.59985106009174,70.7650146484375,38578400
2017-09-18,70.68985203731965,71.38519082721191,70.51131629532304,70.62407684326172,23307000
2017-09-19,70.67105392573383,71.14087878137809,70.48312685105948,70.88717651367188,16093300
2017-09-20,70.80261108908415,70.9905453507061,69.82537443552717,70.4173583984375,21587900
2017-09-21,70.57711654103484,70.69926846794124,69.63746648155518,69.73143005371094,19186100
2017-09-22,69.5246988663034,70.01332086246298,69.39314844478973,69.91935729980469,14111400
2017-09-25,69.61863355708894,69.76898093015917,68.51924527510286,68.83872985839844,24149200
2017-09-26,69.22398245621558,69.35553282317336,68.58502045858175,68.83872985839844,18019600
2017-09-27,69.11125963395848,69.69383803963957,68.75418804961409,69.39315032958984,19565100
2017-09-28,69.10184014641901,69.50588980621299,68.8857175599885,69.41192626953125,10883800
2017-09-29,69.47769620938604,70.04148455581077,69.42131235647312,69.99449920654297,17079100
2017-10-02,70.2012481087186,70.4831459661394,69.81599535046783,70.10728454589844,15304800
2017-10-03,70.16364162756028,70.36096720498587,69.71261378457558,69.77838897705078,12190400
2017-10-04,69.61865369765906,70.2106376891865,69.26158933675508,70.18244934082031,13317700
2017-10-05,70.68047066460524,71.52615705673037,70.43615966933349,71.38520812988281,21195300
2017-10-06,71.10328973878457,71.44156419792776,70.98113786091102,71.41337585449219,13959800
2017-10-09,71.38517973076597,71.93017820764804,71.28181770346221,71.68586730957031,11386500
2017-10-10,71.72345415304054,72.0053447256311,71.54491843879636,71.68586730957031,13944500
2017-10-11,71.75166010963116,71.84562365689763,71.36640024619177,71.80803680419922,15388900
2017-10-12,71.87382101072801,72.6255438209768,71.76106760746269,72.46580505371094,16876500
2017-10-13,72.90740957183785,73.17051748374317,72.62551899108993,72.81344604492188,15335700
2017-10-16,72.74765312348721,73.11411580738711,72.6818779537861,72.96377563476562,12380100
2017-10-17,72.79468677348576,72.93563570752272,72.58796262609297,72.90744018554688,16824000
2017-10-18,72.98259281522671,73.15173005340053,72.70070219757604,72.92621612548828,13300700
2017-10-19,72.88862998482888,73.22690446446613,72.68190589516628,73.20811462402344,15092800
2017-10-20,73.59336090646701,74.20413461778155,73.49939737448585,74.05378723144531,22866400
2017-10-23,74.22294921528146,74.55182527139833,74.00683373653054,74.0726089477539,20627200
2017-10-24,74.13834825449325,74.42023880795068,73.72490017334076,74.10076141357422,17517200
2017-10-25,73.83768062636507,74.32629535228565,73.30208054437419,73.88465881347656,20410800
2017-10-26,74.42024637415145,74.62697043574504,73.99740691649737,74.00680541992188,32120700
2017-10-27,79.27823806139735,80.99779135341224,78.56410236954221,78.75202941894531,71066700
2017-10-30,78.64868896726337,79.24067295630482,78.09429900116483,78.82722473144531,31756700
2017-10-31,79.2688516635671,79.2688516635671,78.09428950303412,78.16006469726562,27086600
2017-11-01,78.62988956147882,78.70506326030296,77.87816691115431,78.16006469726562,22307400
2017-11-02,78.31980284433328,79.36281460859644,78.10368742302957,78.9775619506836,23992900
2017-11-03,79.00574184708499,79.43797981243098,78.36677981810446,79.06211853027344,17633500
2017-11-06,79.1184982196981,79.58832304800737,79.00574484903696,79.37220764160156,19860900
2017-11-07,79.65411293993287,79.77627200597473,78.86481052378204,79.18428802490234,17939700
2017-11-08,79.06213590242469,79.50377246832781,78.77084675000314,79.456787109375,18034200
2017-11-09,79.03394898904503,79.18428923629595,77.89697353755237,79.01515197753906,21178400
2017-11-10,78.73324458180743,79.02453367756875,78.20704307489461,78.80841827392578,19397800
2017-11-13,78.61109723520158,78.87419800380714,78.42316299408456,78.86479949951172,14196900
2017-11-14,78.46075173633395,79.02454013537819,77.9721370355512,78.9775619506836,18801300
2017-11-15,78.82645476064312,79.03421702274238,78.08984834408119,78.36371612548828,19383100
2017-11-16,78.4770367399106,78.7792344326735,78.3259414960098,78.57147216796875,20962800
