Datetime,Open,High,Low,Close,Volume
2022-06-16 09:30:00-04:00,94.79000091552734,95.0,94.30999755859375,94.58999633789062,287713
2022-06-16 09:31:00-04:00,94.63999938964844,95.01000213623047,94.33000183105469,94.83999633789062,62282
2022-06-16 09:32:00-04:00,94.83999633789062,95.11000061035156,94.6447982788086,95.05000305175781,89216
2022-06-16 09:33:00-04:00,95.0199966430664,95.0199966430664,94.3499984741211,94.45880126953125,31436
2022-06-16 09:34:00-04:00,94.41999816894531,94.47000122070312,94.23999786376953,94.47000122070312,23841
2022-06-16 09:35:00-04:00,94.44000244140625,94.55000305175781,94.43000030517578,94.55000305175781,40944
2022-06-16 09:36:00-04:00,94.49610137939453,94.70999908447266,94.30000305175781,94.4542007446289,27659
2022-06-16 09:37:00-04:00,94.5,94.58499908447266,94.30999755859375,94.33999633789062,17746
2022-06-16 09:38:00-04:00,94.41999816894531,94.48999786376953,94.18499755859375,94.20500183105469,21138
2022-06-16 09:39:00-04:00,94.08999633789062,94.54989624023438,94.08999633789062,94.37999725341797,29567
2022-06-16 09:40:00-04:00,94.46499633789062,94.47000122070312,94.44000244140625,94.44000244140625,29300
2022-06-16 09:41:00-04:00,94.2699966430664,94.31999969482422,94.2699966430664,94.29000091552734,12520
2022-06-16 09:42:00-04:00,94.41999816894531,94.8635025024414,94.41999816894531,94.55000305175781,35509
2022-06-16 09:43:00-04:00,94.41999816894531,94.41999816894531,94.31999969482422,94.4000015258789,9743
2022-06-16 09:44:00-04:00,94.26000213623047,94.41500091552734,94.26000213623047,94.37999725341797,20953
2022-06-16 09:45:00-04:00,94.58999633789062,94.6500015258789,94.51000213623047,94.56999969482422,28490
2022-06-16 09:46:00-04:00,94.51000213623047,94.66500091552734,94.23999786376953,94.62999725341797,23129
2022-06-16 09:47:00-04:00,94.66999816894531,94.66999816894531,94.41999816894531,94.41999816894531,13943
2022-06-16 09:48:00-04:00,94.33999633789062,94.4000015258789,94.26499938964844,94.4000015258789,12705
2022-06-16 09:49:00-04:00,94.375,94.41999816894531,94.05999755859375,94.0999984741211,18117
2022-06-16 09:50:00-04:00,93.91999816894531,94.01100158691406,93.9000015258789,93.94999694824219,32673
2022-06-16 09:51:00-04:00,93.91999816894531,94.0199966430664,93.83499908447266,93.87000274658203,21450
2022-06-16 09:52:00-04:00,93.75,93.75,93.73999786376953,93.73999786376953,11716
2022-06-16 09:53:00-04:00,93.7699966430664,93.7699966430664,93.66999816894531,93.69999694824219,11085
2022-06-16 09:54:00-04:00,93.5,93.51000213623047,93.5,93.51000213623047,18930
2022-06-16 09:55:00-04:00,93.5,93.51000213623047,93.2699966430664,93.2699966430664,37004
2022-06-16 09:56:00-04:00,93.25,93.33000183105469,93.12000274658203,93.22000122070312,22103
2022-06-16 09:57:00-04:00,93.25,93.33000183105469,93.2300033569336,93.33000183105469,15736
2022-06-16 09:58:00-04:00,93.37999725341797,93.55000305175781,93.33999633789062,93.38999938964844,20245
