Datetime,Open,High,Low,Close,Volume
2022-06-16 09:30:00-04:00,157.0399932861328,158.25,156.72999572753906,157.16000366210938,148342
2022-06-16 09:31:00-04:00,157.3800048828125,159.07000732421875,157.36000061035156,157.61500549316406,38655
2022-06-16 09:32:00-04:00,157.5,158.66969299316406,157.4499969482422,158.2100067138672,26017
2022-06-16 09:33:00-04:00,158.247802734375,158.247802734375,156.6800994873047,156.97000122070312,12088
2022-06-16 09:34:00-04:00,156.75999450683594,157.39999389648438,156.2899932861328,156.8800048828125,16608
2022-06-16 09:35:00-04:00,157.0399932861328,157.88999938964844,156.69000244140625,157.88999938964844,10816
2022-06-16 09:36:00-04:00,159.0,159.17999267578125,158.4250030517578,158.63999938964844,15269
2022-06-16 09:37:00-04:00,158.75,159.27000427246094,158.61000061035156,158.80999755859375,6219
2022-06-16 09:38:00-04:00,158.5,158.5,157.66000366210938,158.47999572753906,7053
2022-06-16 09:39:00-04:00,159.58999633789062,159.97000122070312,159.58999633789062,159.7899932861328,11544
2022-06-16 09:40:00-04:00,160.0,160.11000061035156,159.7899932861328,159.7899932861328,15765
2022-06-16 09:41:00-04:00,160.0,160.0,159.30499267578125,159.7091064453125,6506
2022-06-16 09:42:00-04:00,160.02000427246094,160.60000610351562,159.6699981689453,159.99000549316406,13482
2022-06-16 09:43:00-04:00,159.97000122070312,159.97000122070312,159.3300018310547,159.61000061035156,9620
2022-06-16 09:44:00-04:00,159.52000427246094,159.80990600585938,158.94920349121094,159.2100067138672,8665
2022-06-16 09:45:00-04:00,159.0,160.3300018310547,158.8699951171875,160.11500549316406,10357
2022-06-16 09:46:00-04:00,159.7949981689453,160.75,159.6999969482422,160.75,10603
2022-06-16 09:47:00-04:00,160.6999969482422,161.3498992919922,160.61109924316406,161.19000244140625,24160
2022-06-16 09:48:00-04:00,161.25,161.4499969482422,161.05999755859375,161.25,20525
2022-06-16 09:49:00-04:00,160.5,160.5,159.89999389648438,159.89999389648438,9741
2022-06-16 09:50:00-04:00,159.75999450683594,159.75999450683594,159.35000610351562,159.5800018310547,9128
2022-06-16 09:51:00-04:00,159.42999267578125,159.57000732421875,159.0,159.14999389648438,4376
2022-06-16 09:52:00-04:00,159.1999969482422,159.4499969482422,159.13999938964844,159.20140075683594,16613
2022-06-16 09:53:00-04:00,159.0,159.07000732421875,158.89999389648438,158.89999389648438,6924
2022-06-16 09:54:00-04:00,158.61000061035156,158.9600067138672,158.52000427246094,158.7100067138672,7683
2022-06-16 09:55:00-04:00,158.7899932861328,158.88499450683594,158.41000366210938,158.46310424804688,9242
2022-06-16 09:56:00-04:00,158.0,158.22999572753906,157.97000122070312,158.22999572753906,11679
2022-06-16 09:57:00-04:00,158.1999969482422,158.2899932861328,158.1551971435547,158.19000244140625,6754
2022-06-16 09:58:00-04:00,159.0,159.0800018310547,158.8000030517578,158.82000732421875,12220
2022-06-16 09:59:00-04:00,158.80999755859375,158.99000549316406,158.264404296875,158.264404296875,10077
2022-06-16 10:00:00-04:00,158.22999572753906,158.33999633789062,157.6999969482422,157.71499633789062,6455
2022-06-16 10:01:00-04:00,157.58999633789062,158.25999450683594,157.42999267578125,158.17999267578125,10076
2022-06-16 10:02:00-04:00,158.14999389648438,158.41000366210938,157.75999450683594,157.75999450683594,9106
2022-06-16 10:03:00-04:00,157.74000549316406,157.9499969482422,157.46499633789062,157.5709991455078,9666
2022-06-16 10:04:00-04:00,157.48500061035156,157.7899932861328,157.48500061035156,157.57000732421875,5070
2022-06-16 10:05:00-04:00,157.57000732421875,157.7899932861328,157.3800048828125,157.75,8579
2022-06-16 10:06:00-04:00,157.75,158.2698974609375,157.75,157.81500244140625,14312
2022-06-16 10:07:00-04:00,157.8300018310547,157.8300018310547,157.11000061035156,157.11000061035156,8382
2022-06-16 10:08:00-04:00,157.25999450683594,157.30999755859375,156.63999938964844,156.75,30828
2022-06-16 10:09:00-04:00,156.67250061035156,156.80999755859375,156.55999755859375,156.74000549316406,11745
2022-06-16 10:10:00-04:00,156.7550048828125,156.85000610351562,156.4199981689453,156.46499633789062,5312
2022-06-16 10:11:00-04:00,156.42959594726562,156.83999633789062,156.3699951171875,156.60000610351562,9787
2022-06-16 10:12:00-04:00,156.52000427246094,156.7100067138672,156.4199981689453,156.58999633789062,10903
2022-06-16 10:13:00-04:00,156.6300048828125,157.0321044921875,156.41360473632812,156.41360473632812,11065
