Date,Open,High,Low,Close,Volume
2017-06-28,64.8258340703588,65.41592362324275,64.43244103510283,65.37846374511719,25806200
2017-06-29,64.98504968190647,65.08808219000281,63.7767652064971,64.15142822265625,28918700
2017-06-30,64.42304573107904,64.9850365688648,64.38557872241316,64.56354522705078,24161100
2017-07-03,64.93821799178562,65.19111140591276,63.71119649717709,63.8516960144043,16165500
2017-07-05,63.93599984241298,65.04125177567833,63.898532827340986,64.70405578613281,21176300
2017-07-06,63.94535748285424,64.42305296435224,63.80486511720955,64.22635650634766,21117600
2017-07-07,64.34812329919004,65.41590822706077,64.34812329919004,65.05998229980469,16878300
2017-07-10,65.05997881849432,65.79993625454746,64.81644680440164,65.54704284667969,15014500
2017-07-11,65.56574976217414,66.20267447427923,65.33158637016636,65.55638122558594,17460000
2017-07-12,66.21205396332641,66.76467622974887,66.08092301379902,66.64291381835938,17750900
2017-07-13,66.97075465951713,67.47654862916323,66.79278812961326,67.22364807128906,20269800
2017-07-14,67.66388371122042,68.62863619856782,67.40162173168166,68.169677734375,25868100
2017-07-17,68.1884121072853,68.7972314729821,68.11347807436478,68.70356750488281,21803900
2017-07-18,68.46002705310009,68.74102606894907,68.05727275440603,68.65673065185547,26435300
2017-07-19,68.84407076433806,69.34986479483291,68.79723520469659,69.18126678466797,22416200
2017-07-20,69.48098849081268,69.59338953448793,68.63799852850416,69.5184555053711,42361000
2017-07-21,68.7972336909385,69.58402676976401,68.5349717133643,69.1156997680664,46717100
2017-07-24,68.87216339156898,69.07822840272298,68.497500384571,68.93772888183594,21394800
2017-07-25,69.12507716765177,69.60276562540682,68.84407807218092,69.49037170410156,22018700
2017-07-26,69.63084574772012,69.66831276031174,69.13442033655971,69.35922241210938,16252200
2017-07-27,69.08760286304292,69.70579080337366,67.73881878071681,68.5256118774414,36844200
2017-07-28,68.06662827883866,68.66608612460065,67.94486586039055,68.41319274902344,18306700
2017-07-31,68.65673992892559,68.78787091508005,67.82311845432827,68.09474182128906,23600100
2017-08-01,68.46939480796824,68.76912375325824,67.89803538943079,67.98233795166016,22132300
2017-08-02,67.9542630136079,67.96362441012964,66.9145763113581,67.68263244628906,26499200
2017-08-03,67.61703396169246,67.85119739040468,67.29856798267146,67.5795669555664,18214400
2017-08-04,67.81374968628495,68.41320766272548,67.66388161912344,68.07601165771484,22579000
2017-08-07,68.18840657943558,68.2820705399418,67.68261261737946,67.8137435913086,18705700
2017-08-08,67.52338453249102,68.49750556593024,67.20492559742016,68.17904663085938,22044600
2017-08-09,67.67322278379093,67.91675472136029,67.48589492172212,67.87928771972656,22213400
2017-08-10,67.34540240350903,67.6170328338164,66.83024001049495,66.88644409179688,24734500
2017-08-11,67.07378824511223,68.09473759481877,66.7646907343176,67.90740966796875,21443700
2017-08-14,68.43193454073767,69.05012957100568,68.328902035693,68.92835998535156,20096600
2017-08-15,69.2956084223577,69.2956084223577,68.77770830931541,68.94720458984375,19181400
2017-08-16,69.0601743739776,69.77582589665917,68.90009660227264,69.35208892822266,18150400
2017-08-17,69.28618939065394,69.5592671000406,68.175048828125,68.175048828125,22977500
2017-08-18,68.0526256322292,68.58936255825863,67.73247004106355,68.2597885131836,18761500
2017-08-21,68.24094678619977,68.25036523845249,67.51587683039656,67.93962097167969,17734800
2017-08-22,68.12795697128708,68.96601974117267,68.12795697128708,68.89069366455078,14343700
2017-08-23,68.70237968520917,68.88129443348781,68.29747227564712,68.47638702392578,13766500
2017-08-24,68.49519038267341,68.60819026190045,67.86429055471496,68.44811248779297,17098300
2017-08-25,68.60820801799322,69.06961173861158,68.25038575076334,68.57054138183594,12794300
2017-08-28,68.79652256693937,68.8247707433128,68.31628920024079,68.57994842529297,14569700
2017-08-29,68.03380625829651,68.8907060900237,67.84548025651159,68.78712463378906,11478400
2017-08-30,68.7494491881933,69.87941942248018,68.5799529346327,69.69109344482422,16897800
2017-08-31,69.70992353921086,70.58565298989642,69.49334938217363,70.40673828125,27652800
2017-09-01,70.3502537774455,70.3785019605858,69.34269453510684,69.62519073486328,21736200
2017-09-05,69.06018988072087,69.57809712214443,68.72120454036062,69.31443786621094,21556000
2017-09-06,69.4368548608882,69.71935104974375,69.0696141258819,69.11669921875,16535800
2017-09-07,69.38034957695274,70.24666057460753,69.30501631171957,70.0018310546875,17471200
2017-09-08,69.99243116442372,70.0960126249163,69.53102022798345,69.66285705566406,14703800
2017-09-11,69.97357940064111,70.56681985466632,69.97357940064111,70.39732360839844,17910400
2017-09-12,70.39733950408748,70.8493248067431,70.03009875161348,70.32200622558594,14394900
2017-09-13,70.55740855229094,70.83990471942826,70.19958630020284,70.8210678100586,13380800
2017-09-14,70.6233196224628,71.08472329909372,70.17132721584179,70.40673828125,15733900
2017-09-15,70.46325213814087,70.99057070291951,69.74760038295798,70.91523742675781,38578400
2017-09-18,70.83989399147153,71.53670866492877,70.66097930043424,70.77397918701172,23307000
2017-09-19,70.82105449125812,71.29187655849226,70.63272853803431,71.03763580322266,16093300
2017-09-20,70.95290396356229,71.14123715369773,69.97359292738793,70.56683349609375,21587900
2017-09-21,70.72689094102202,70.84930209120722,69.78524681419086,69.87940979003906,19186100
2017-09-22,69.67226058210895,70.16191964712763,69.5404309532599,70.06775665283203,14111400
2017-09-25,69.7664071569335,69.91707365968799,68.66468529619478,68.98484802246094,24149200
2017-09-26,69.37091836346436,69.5027479612874,68.7306000951063,68.98484802246094,18019600
2017-09-27,69.25794678847674,69.84176170422964,68.90011732741378,69.54043579101562,19565100
2017-09-28,69.24853599258539,69.65344340676928,69.03195460092445,69.55928039550781,10883800
2017-09-29,69.62518918530873,70.19017438807069,69.5686856361089,70.1430892944336,17079100
2017-10-02,70.35024361903771,70.63273977800237,69.96417319824015,70.2560806274414,15304800
2017-10-03,70.31259180342863,70.51033628270679,69.86060647484346,69.92652130126953,12190400
2017-10-04,69.76641338803181,70.3596538153943,69.40859118829285,70.33140563964844,13317700
2017-10-05,70.83048703453618,71.67796836098267,70.58565749930139,71.5367202758789,21195300
2017-10-06,71.25421996211088,71.59321247297645,71.13180879369993,71.5649642944336,13959800
2017-10-09,71.53671732969464,72.08287273804228,71.43313588382954,71.83804321289062,11386500
2017-10-10,71.87570984631209,72.15819882070947,71.69679513360406,71.83804321289062,13944500
2017-10-11,71.90396811156977,71.99813111624417,71.51789045297501,71.96046447753906,15388900
2017-10-12,72.02635798484197,72.77967616766502,71.91336528634075,72.61959838867188,16876500
2017-10-13,73.06218057488081,73.32584702364368,72.77969158461339,72.968017578125,15335700
2017-10-16,72.90210911355616,73.26934986182287,72.83619429166667,73.11869049072266,12380100
2017-10-17,72.94917922695888,73.09042729747954,72.74201634808527,73.06217193603516,16824000
2017-10-18,73.13751290101565,73.30700916665667,72.855023914398,73.08101654052734,13300700
2017-10-19,73.04334733724836,73.3823398566113,72.83618444384037,73.36351013183594,15092800
2017-10-20,73.74958717351305,74.36165745418865,73.65542417283444,74.21099090576172,22866400
2017-10-23,74.38048724524066,74.71006133999018,74.16391306190947,74.22982788085938,20627200
2017-10-24,74.2957232679128,74.5782121963095,73.8813975519215,74.258056640625,17517200
2017-10-25,73.9944107430143,74.48406261747937,73.45767377992674,74.04148864746094,20410800
2017-10-26,74.5782208626775,74.78538374474653,74.15448382875478,74.16390228271484,32120700
2017-10-27,79.44652271293948,81.16972611668278,78.7308711186249,78.91919708251953,71066700
2017-10-30,78.81562264301226,79.40886313187048,78.26005597128704,78.99453735351562,31756700
2017-10-31,79.43709860181363,79.43709860181363,78.26004345086709,78.32595825195312,27086600
2017-11-01,78.79678031233173,78.87211356619419,78.04346214205614,78.32595825195312,22307400
2017-11-02,78.4860397807746,79.53126537952235,78.26946564578354,79.14519500732422,23992900
2017-11-03,79.17344596877862,79.60660143817744,78.53312762615101,79.22994232177734,17633500
2017-11-06,79.28643960121984,79.75726170617762,79.1734468939021,79.54068756103516,19860900
2017-11-07,79.82318574583876,79.94560410515878,79.03220796642944,79.35236358642578,17939700
2017-11-08,79.22996120069891,79.67253522911246,78.93805372841629,79.62545013427734,18034200
2017-11-09,79.20172112984277,79.35238051722843,78.06233212306188,79.1828842163086,21178400
2017-11-10,78.90035949730262,79.19226686750292,78.37304110360547,78.97569274902344,19397800
2017-11-13,78.7779704879296,79.0416297588662,78.58963730570608,79.03221130371094,14196900
2017-11-14,78.62728784247629,79.19227290510823,78.13763603730858,79.14519500732422,18801300
2017-11-15,78.99376536209118,79.2019686034167,78.25559548484895,78.53004455566406,19383100
2017-11-16,78.6436148524097,78.94645400060152,78.49219888844121,78.73825073242188,20962800
2017-11-17,78.66254527459625,78.66254527459625,77.82973221337495,77.98115539550781,22079000
2017-11-20,77.9811610824549,78.16096709903202,77.83920364391646,78.10418701171875,16315000
2017-11-21,78.30292814695154,79.34393737712674,78.30292814695154,79.23037719726562,21237500
2017-11-22,79.33446602195222,79.40071185625116,78.58683033757607,78.653076171875,20553100
2017-11-24,78.55845061741302,78.95592567542285,78.34078157883314,78.7950439453125,7425600
2017-11-27,78.84234818609326,79.47642371108962,78.83288965277194,79.37232208251953,18265200
2017-11-28,79.5616333104043,80.49854121216757,79.5143117392993,80.32819366455078,21926000
2017-11-29,80.16728449802078,80.36602203232835,78.7193344478832,78.8707504272461,27381100
2017-11-30,79.03164728971576,79.98747925698832,78.8707583189589,79.65625,33054600
2017-12-01,79.11682222159466,80.26193327664032,78.75720289513414,79.7414321899414,29532100
2017-12-04,79.89283220699072,79.90229796165673,76.3723223777834,76.73194885253906,39094900
2017-12-05,76.97801387345365,78.24615806608018,76.63732607003476,77.21460723876953,26152300
2017-12-06,77.1767545429198,78.68148480044836,77.0631871343256,78.34078979492188,26162100
2017-12-07,78.11365150822373,78.35971058304354,77.60260906986959,78.06632995605469,23184500
2017-12-08,79.14519799775165,80.04425698214921,78.86129033445934,79.64678192138672,24489100
2017-12-11,79.76981525722455,80.79190026855389,79.60893351106792,80.65940856933594,22857900
2017-12-12,80.73511386706129,81.43543539399388,80.5174520245668,80.99063873291016,23924100
2017-12-13,81.14205717295555,81.38811629038898,80.60262459798066,80.7729721069336,22062700
2017-12-14,80.84866776631209,81.26507431055349,79.99693038957057,80.14835357666016,19306000
2017-12-15,80.68780503096515,82.4196630142129,80.32817848713516,82.19253540039062,53936700
2017-12-18,82.44805560477299,82.80767490793808,81.60578383190132,81.74773406982422,22283800
2017-12-19,81.71933722176931,81.71933722176931,80.69725227224222,81.22722625732422,23524800
2017-12-20,81.57739506539589,81.67203819421577,80.16730053311527,80.9338607788086,23674900
2017-12-21,81.43543287274721,81.482747209963,80.82028872689452,80.91492462158203,17990700
2017-12-22,80.8202758078138,81.03793760877633,80.36601347756907,80.92437744140625,14145800
